collection,publication,year,issue_or_edition,filename,source_url,notes
Montpelier Section GMC,Trail Talk,1968,Winter 1968,montpelier-trail-talk/TrailTalk_1968_Winter_1968_11.pdf,https://gmcmontpelier.org/archives/TrailTalk/1968/1968_11.pdf,
Montpelier Section GMC,Trail Talk,1967,Spring 1967,montpelier-trail-talk/TrailTalk_1967_Spring_1967_03.pdf,https://gmcmontpelier.org/archives/TrailTalk/1967/1967_03.pdf,
Montpelier Section GMC,Trail Talk,1967,Summer 1967,montpelier-trail-talk/TrailTalk_1967_Summer_1967_05.pdf,https://gmcmontpelier.org/archives/TrailTalk/1967/1967_05.pdf,
Montpelier Section GMC,Trail Talk,1967,Fall 1967,montpelier-trail-talk/TrailTalk_1967_Fall_1967_09.pdf,https://gmcmontpelier.org/archives/TrailTalk/1967/1967_09.pdf,
Montpelier Section GMC,Trail Talk,1967,Winter 1967,montpelier-trail-talk/TrailTalk_1967_Winter_1967_12.pdf,https://gmcmontpelier.org/archives/TrailTalk/1967/1967_12.pdf,
Montpelier Section GMC,Trail Talk,1966,Summer 1966,montpelier-trail-talk/TrailTalk_1966_Summer_1966_04.pdf,https://gmcmontpelier.org/archives/TrailTalk/1966/1966_04.pdf,
Montpelier Section GMC,Trail Talk,1966,Fall 1966,montpelier-trail-talk/TrailTalk_1966_Fall_1966_08.pdf,https://gmcmontpelier.org/archives/TrailTalk/1966/1966_08.pdf,
Montpelier Section GMC,Trail Talk,1966,Winter 1966,montpelier-trail-talk/TrailTalk_1966_Winter_1966_11.pdf,https://gmcmontpelier.org/archives/TrailTalk/1966/1966_11.pdf,
Montpelier Section GMC,Trail Talk,1965,Spring 1965,montpelier-trail-talk/TrailTalk_1965_Spring_1965_02.pdf,https://gmcmontpelier.org/archives/TrailTalk/1965/1965_02.pdf,
Montpelier Section GMC,Trail Talk,1965,Summer 1965,montpelier-trail-talk/TrailTalk_1965_Summer_1965_05.pdf,https://gmcmontpelier.org/archives/TrailTalk/1965/1965_05.pdf,
Montpelier Section GMC,Trail Talk,1965,Fall 1965,montpelier-trail-talk/TrailTalk_1965_Fall_1965_09.pdf,https://gmcmontpelier.org/archives/TrailTalk/1965/1965_09.pdf,
Montpelier Section GMC,Trail Talk,1965,Winter 1965,montpelier-trail-talk/TrailTalk_1965_Winter_1965_12.pdf,https://gmcmontpelier.org/archives/TrailTalk/1965/1965_12.pdf,
Montpelier Section GMC,Trail Talk,1964,Spring 1964,montpelier-trail-talk/TrailTalk_1964_Spring_1964_01.pdf,https://gmcmontpelier.org/archives/TrailTalk/1963/1964_01.pdf,
Montpelier Section GMC,Trail Talk,1964,Summer 1964,montpelier-trail-talk/TrailTalk_1964_Summer_1964_01.pdf,https://gmcmontpelier.org/archives/TrailTalk/1964/1964_01.pdf,
Montpelier Section GMC,Trail Talk,1964,Fall 1964,montpelier-trail-talk/TrailTalk_1964_Fall_1964_05.pdf,https://gmcmontpelier.org/archives/TrailTalk/1964/1964_05.pdf,
Montpelier Section GMC,Trail Talk,1964,Winter 1964,montpelier-trail-talk/TrailTalk_1964_Winter_1964_10.pdf,https://gmcmontpelier.org/archives/TrailTalk/1964/1964_10.pdf,
Montpelier Section GMC,Trail Talk,1963,Spring 1963,montpelier-trail-talk/TrailTalk_1963_Spring_1963_01.pdf,https://gmcmontpelier.org/archives/TrailTalk/1962/1963_01.pdf,
Montpelier Section GMC,Trail Talk,1963,Summer 1963,montpelier-trail-talk/TrailTalk_1963_Summer_1963_04.pdf,https://gmcmontpelier.org/archives/TrailTalk/1963/1963_04.pdf,
Montpelier Section GMC,Trail Talk,1963,Fall 1963,montpelier-trail-talk/TrailTalk_1963_Fall_1963_06.pdf,https://gmcmontpelier.org/archives/TrailTalk/1963/1963_06.pdf,
Montpelier Section GMC,Trail Talk,1963,Winter 1963,montpelier-trail-talk/TrailTalk_1963_Winter_1963_09.pdf,https://gmcmontpelier.org/archives/TrailTalk/1963/1963_09.pdf,
Montpelier Section GMC,Trail Talk,1962,Spring 1962,montpelier-trail-talk/TrailTalk_1962_Spring_1962_01.pdf,https://gmcmontpelier.org/archives/TrailTalk/1962/1962_01.pdf,
Montpelier Section GMC,Trail Talk,1962,Summer 1962,montpelier-trail-talk/TrailTalk_1962_Summer_1962_05.pdf,https://gmcmontpelier.org/archives/TrailTalk/1962/1962_05.pdf,
Montpelier Section GMC,Trail Talk,1962,Summer 1962,montpelier-trail-talk/TrailTalk_1962_Summer_1962_06.pdf,https://gmcmontpelier.org/archives/TrailTalk/1962/1962_06.pdf,
Montpelier Section GMC,Trail Talk,1962,Fall 1962,montpelier-trail-talk/TrailTalk_1962_Fall_1962_09.pdf,https://gmcmontpelier.org/archives/TrailTalk/1962/1962_09.pdf,
Montpelier Section GMC,Trail Talk,1961,Fall 1961,montpelier-trail-talk/TrailTalk_1961_Fall_1961_09.pdf,https://gmcmontpelier.org/archives/TrailTalk/1961/1961_09.pdf,
Montpelier Section GMC,Trail Talk,1960,Summer 1960,montpelier-trail-talk/TrailTalk_1960_Summer_1960_05.pdf,https://gmcmontpelier.org/archives/TrailTalk/1960/1960_05.pdf,
Montpelier Section GMC,Trail Talk,1960,Fall 1960,montpelier-trail-talk/TrailTalk_1960_Fall_1960_09.pdf,https://gmcmontpelier.org/archives/TrailTalk/1960/1960_09.pdf,
Montpelier Section GMC,Trail Talk,1959,Summer 1959,montpelier-trail-talk/TrailTalk_1959_Summer_1959_05.pdf,https://gmcmontpelier.org/archives/TrailTalk/1959/1959_05.pdf,
Montpelier Section GMC,Trail Talk,1959,Summer 1959,montpelier-trail-talk/TrailTalk_1959_Summer_1959_06.pdf,https://gmcmontpelier.org/archives/TrailTalk/1959/1959_06.pdf,
Montpelier Section GMC,Trail Talk,1959,Fall 1959,montpelier-trail-talk/TrailTalk_1959_Fall_1959_09.pdf,https://gmcmontpelier.org/archives/TrailTalk/1959/1959_09.pdf,
Montpelier Section GMC,Trail Talk,1959,Winter 1959,montpelier-trail-talk/TrailTalk_1959_Winter_1959_12.pdf,https://gmcmontpelier.org/archives/TrailTalk/1959/1959_12.pdf,
Montpelier Section GMC,Trail Talk,1958,Summer 1958,montpelier-trail-talk/TrailTalk_1958_Summer_1958_06.pdf,https://gmcmontpelier.org/archives/TrailTalk/1958/1958_06.pdf,
Montpelier Section GMC,Trail Talk,1958,Fall 1958,montpelier-trail-talk/TrailTalk_1958_Fall_1958_09.pdf,https://gmcmontpelier.org/archives/TrailTalk/1958/1958_09.pdf,
Montpelier Section GMC,Trail Talk,1956,Summer 1956,montpelier-trail-talk/TrailTalk_1956_Summer_1956_05.pdf,https://gmcmontpelier.org/archives/TrailTalk/1956/1956_05.pdf,
Montpelier Section GMC,Trail Talk,1956,Winter 1956,montpelier-trail-talk/TrailTalk_1956_Winter_1956_10.pdf,https://gmcmontpelier.org/archives/TrailTalk/1956/1956_10.pdf,
